,index,title,price,cost,pass,lat,lng,price_,link,time,duration,address,neighborhood,points,obs,category,mail,1,1,1,1,1,1
3644,,9Thai Spa & Massage,,,,51.514553,-0.123861,404,http://www.ninethaispamassage.com,10:30 AM - 9:00 PM,1-2 hours,"59 Shelton Street Covent Garden Branch, Thames River, Physiotherapy, Covent Garden, London WC2H 9HE England",Neighborhood: Covent Garden,3,#207 of 868 Spas & Wellness in London,Health Clubs,Visit websiteCallEmail,Europe,United Kingdom (UK),England,London,Things to Do in London,9Thai Spa & Massage
3645,,St Paul's Churchyard and Eden Community Garden,,,,51.4685,-0.140106,404,http://www.stpaulsclapham.org/,9:00 AM - 6:00 PM,< 1 hour,"Rectory Grove, London SW4 ODX England",404,2,"#1,425 of 2,424 things to do in London",Cemeteries • Gardens,Visit websiteCallEmail,Europe,United Kingdom (UK),England,London,Things to Do in London,St Paul's Churchyard and Eden Community Garden
3646,,Action Bikes - Bike Hire,,,,51.49886,-0.132116,404,http://www.actionbikes.co.uk,8:00 AM - 7:00 PM,< 1 hour,"19 Dacre Street, London SW1H 0DJ England",Neighborhood: Westminster,7,#170 of 454 Outdoor Activities in London,Gear Rentals,Visit websiteCallEmail,Europe,United Kingdom (UK),England,London,Things to Do in London,Action Bikes - Bike Hire
3647,,Brewer Street Yoga,,,,51.51229,-0.1344,404,https://www.brewerstreetyoga.com/,7:00 AM - 9:00 PM,1-2 hours,"First Floor 20 Brewer Street, London W1F 0SJ England",Neighborhood: Soho,2,#208 of 868 Spas & Wellness in London,Yoga & Pilates,Visit websiteEmail,Europe,United Kingdom (UK),England,London,Things to Do in London,Brewer Street Yoga
3648,,Crossroads Cocktail Bar,,,,51.54201,-0.138452,404,http://crossroads.bar,404,2-3 hours,"Junction of Royal College Street and Camden Road, London NW1 9NN England",404,2,"#735 of 1,348 Nightlife in London",Bars & Clubs,Visit websiteCallEmail,Europe,United Kingdom (UK),England,London,Things to Do in London,Crossroads Cocktail Bar
3649,,City Massage Haven - Sports Massage in Old Street,,,,51.47167,-0.16707,404,http://cityrubs.com/,9:00 AM - 8:00 PM,1-2 hours,"193 Whitecross Street, London EC1Y 8QP England",404,3,#209 of 868 Spas & Wellness in London,Health Clubs • Spas,Visit websiteCallEmail,Europe,United Kingdom (UK),England,London,Things to Do in London,City Massage Haven - Sports Massage in Old Street
3650,,The Wrestlers,,,,51.57479,-0.15001,What people are saying,http://www.thewrestlershighgate.com,404,404,"98 North Road Highgate, London N6 4AA England",404,6,"#736 of 1,348 Nightlife in London",Bars & Clubs,Visit websiteCall,Europe,United Kingdom (UK),England,London,Things to Do in London,The Wrestlers
3651,,Wildash London,,,,51.51926,-0.20737,404,http://www.wildash.london,404,< 1 hour,"281 Portobello Road 12 Portobello Green, London W10 5TZ England",404,2,"#427 of 1,219 Shopping in London",Speciality & Gift Shops,Visit websiteCallEmail,Europe,United Kingdom (UK),England,London,Things to Do in London,Wildash London
3652,,The Atlantis Bookshop,,,,51.51749,-0.12512,What people are saying,http://www.theatlantisbookshop.com,404,404,"49A Museum Street, London WC1A 1LY England",Neighborhood: Bloomsbury,3,"#429 of 1,219 Shopping in London",Speciality & Gift Shops,Visit websiteCall,Europe,United Kingdom (UK),England,London,Things to Do in London,The Atlantis Bookshop
3653,,Crown Tavern,,,,51.52309,-0.10555,What people are saying,http://www.thecrowntavernec1.co.uk,12:00 PM - 11:00 PM,404,"43 Clerkenwell Green, London EC1R 0EG England",Neighborhood: Islington,6,"#737 of 1,348 Nightlife in London",Bars & Clubs,Visit websiteCall,Europe,United Kingdom (UK),England,London,Things to Do in London,Crown Tavern
3654,,Livewired Comedy Improvisation,,,,51.545925,-0.178353,404,http://www.livewiredimpro.com/,404,2-3 hours,"104-A Finchley Road, London NW3 5JJ England",404,3,#345 of 471 Theater & Concerts in London,Comedy Clubs,Visit websiteEmail,Europe,United Kingdom (UK),England,London,Things to Do in London,Livewired Comedy Improvisation
3655,,Blind Spot,,,,51.51038,-0.126805,What people are saying,http://www.morganshotelgroup.com/originals/originals-st-martins-lane-london/eat-drink/blindspot,5:30 PM - 1:30 AM,404,404,Neighborhood: Covent Garden,8,"#739 of 1,348 Nightlife in London",Bars & Clubs,Visit websiteCall,Europe,United Kingdom (UK),England,London,Things to Do in London,Blind Spot
3656,,Lagoon Spa,,,,51.421665,-0.207015,404,http://www.lagoonspa.co.uk/home.aspx,9:00 AM - 7:30 PM,1-2 hours,"139 Alexandra Road Wimbledon, London SW19 7JY England",404,2,#210 of 868 Spas & Wellness in London,Spas,Visit websiteCallEmail,Europe,United Kingdom (UK),England,London,Things to Do in London,Lagoon Spa
3657,,The George & Dragon,,,,51.47302,-0.01522,What people are saying,http://www.georgedragon.com/,404,404,"2 Blackheath Hill, London SE10 8DE England",404,15,"#740 of 1,348 Nightlife in London",Bars & Clubs,Visit websiteCallEmail,Europe,United Kingdom (UK),England,London,Things to Do in London,The George & Dragon
3658,,Pedro Olabarri Sports Massage,,,,51.50591,-0.099577,404,http://pedroolabarri.com,404,1-2 hours,"Blue Fin Building 110 Southwark Street, London SE1 0SU England",Neighborhood: Southwark,3,#211 of 868 Spas & Wellness in London,Health Clubs,Visit websiteCallEmail,Europe,United Kingdom (UK),England,London,Things to Do in London,Pedro Olabarri Sports Massage
3659,,"The Hand in Hand, Brixton",,,,51.447468,-0.126904,What people are saying,https://www.facebook.com/TheHandInHandBrixton/,404,404,"61 New Park Road, London SW2 4EN England",404,8,"#741 of 1,348 Nightlife in London",Bars & Clubs,Visit websiteCall,Europe,United Kingdom (UK),England,London,Things to Do in London,"The Hand in Hand, Brixton"
3660,,Parlour,,,,51.52881,-0.21695,404,http://www.parlourkensal.com/,10:00 AM - 12:00 AM,404,"5 Regent Street, London NW10 5LG England",404,6,"#742 of 1,348 Nightlife in London",Bars & Clubs,Visit websiteCallEmail,Europe,United Kingdom (UK),England,London,Things to Do in London,Parlour
3661,,David Linley Furniture,,,,51.49039,-0.15417,404,http://www.davidlinley.com/,404,404,"Sw1 60 Pimlico Road, London SW1W 8LP England",Neighborhood: Belgravia,4,"#431 of 1,219 Shopping in London",Speciality & Gift Shops,Visit websiteCall,Europe,United Kingdom (UK),England,London,Things to Do in London,David Linley Furniture
3662,,88 Bus,,,,51.51865,-0.1419,404,https://tfl.gov.uk/bus/stop/490000091E/great-portland-street-station?lineId=88,404,1-2 hours,"Bus 88 Great Portland Street, London W1W 7NT England",Neighborhood: Fitzrovia,3,#192 of 619 Transportation in London,Bus Services,Visit website,Europe,United Kingdom (UK),England,London,Things to Do in London,88 Bus
3663,,The Glory,,,,51.536198,-0.076941,404,https://www.facebook.com/TheGloryLondon/,5:00 PM - 12:00 AM,More than 3 hours,"281 Kingsland Road, London E2 8AS England",Neighborhood: Shoreditch,32,"#743 of 1,348 Nightlife in London",Gay Bars,Visit websiteCall,Europe,United Kingdom (UK),England,London,Things to Do in London,The Glory
3664,,Bermondsey167,,,,51.49919,-0.0811,404,http://www.bermondsey167.com,404,< 1 hour,"167 Bermondsey Street, London SE1 3UF England",Neighborhood: Southwark,5,"#432 of 1,219 Shopping in London",Speciality & Gift Shops,Visit websiteCallEmail,Europe,United Kingdom (UK),England,London,Things to Do in London,Bermondsey167
3665,,Sabai massage,,,,51.41768,-0.05841,404,http://Www.sabaiithaimassage.co.uk,404,404,"37 High Street Penge, London SE20 7HJ England",404,2,#212 of 868 Spas & Wellness in London,Spas,Visit websiteCallEmail,Europe,United Kingdom (UK),England,London,Things to Do in London,Sabai massage
3666,,The Montpelier,,,,51.46769,-0.070314,What people are saying,http://www.themontpelier.net,12:00 PM - 11:00 PM,404,"43 Choumert Road, London SE15 4AR England",404,33,"#744 of 1,348 Nightlife in London",Bars & Clubs,Visit websiteCall,Europe,United Kingdom (UK),England,London,Things to Do in London,The Montpelier
3667,,Crystal Bar At The Wellesley Knightsbridge,,,,51.502735,-0.15254,404,http://www.thewellesley.co.uk/crystal-bar,404,1-2 hours,"11 Knightsbridge Belgravia, London SW1X 7LY England",Neighborhood: Belgravia,5,"#745 of 1,348 Nightlife in London",Bars & Clubs,Visit websiteCallEmail,Europe,United Kingdom (UK),England,London,Things to Do in London,Crystal Bar At The Wellesley Knightsbridge
3668,,Waterlily Beauty Clinic,,,,51.55136,-0.07481,What people are saying,http://waterlilybeauty.co.uk/index.html,10:00 AM - 8:00 PM,404,"26 Stoke Newington Road, London N16 7XJ England",404,2,#213 of 868 Spas & Wellness in London,Spas,Visit websiteCallEmail,Europe,United Kingdom (UK),England,London,Things to Do in London,Waterlily Beauty Clinic
3669,,NUBAROSE,,,,51.49249,-0.25891,What people are saying,http://www.nubarose.co.uk,404,404,"215 Chiswick High Road, London W4 2DW England",404,8,#215 of 868 Spas & Wellness in London,Spas,Visit websiteCall,Europe,United Kingdom (UK),England,London,Things to Do in London,NUBAROSE
3670,,Gentle Monster,,,,51.514557,-0.140881,404,https://www.gentlemonster.com/showroom/london/,10:00 AM - 9:00 PM,1-2 hours,"28-29 Argyll Street, London W1F 7EB England",Neighborhood: Soho,3,"#433 of 1,219 Shopping in London",Speciality & Gift Shops,Visit websiteCall,Europe,United Kingdom (UK),England,London,Things to Do in London,Gentle Monster
3671,,Alexeeva & Jones Chocolates,,,,51.51334,-0.20337,404,http://alexeevajones.com,404,404,"297 Westbourne Grove, London W11 2QA England",Neighborhood: Notting Hill,4,"#434 of 1,219 Shopping in London",Speciality & Gift Shops,Visit websiteCallEmail,Europe,United Kingdom (UK),England,London,Things to Do in London,Alexeeva & Jones Chocolates
3672,,Big Little Fun,,,,51.48112,-0.02006,What people are saying,https://biglittlefun.co.uk/,404,404,"137 Creek Road, London SE8 3BU England",404,2,#357 of 716 Fun & Games in London,Game & Entertainment Centers,Visit websiteCallEmail,Europe,United Kingdom (UK),England,London,Things to Do in London,Big Little Fun
3673,,The Windmill in the City,,,,51.5232,-0.08645,404,http://www.thewindmillinthecity.com,12:00 PM - 11:00 PM,404,"27 Tabernacle Street, London EC2A 4DE England",Neighborhood: Islington,9,"#746 of 1,348 Nightlife in London",Bars & Clubs,Visit websiteCallEmail,Europe,United Kingdom (UK),England,London,Things to Do in London,The Windmill in the City
3674,,Bon Vino,,,,51.50038,-0.07221,404,https://www.facebook.com/bonvinose1/,7:30 AM - 8:00 PM,More than 3 hours,"35 Dockhead, London SE1 2BS England",404,6,#207 of 433 Food & Drink in London,Wine Bars,Visit websiteCallEmail,Europe,United Kingdom (UK),England,London,Things to Do in London,Bon Vino
3675,,Escondidinho cafe,,,,51.48725,-0.20356,What people are saying,https://www.facebook.com/Escondidinho-cafe-132008820231228/,404,404,"188 North End Road, London W14 9NX England",404,3,"#748 of 1,348 Nightlife in London",Bars & Clubs,Visit websiteCall,Europe,United Kingdom (UK),England,London,Things to Do in London,Escondidinho cafe
3676,,AllBarOne Villiers St,,,,51.50806,-0.1243,What people are saying,http://www.allbarone.co.uk/all-bar-one-villiers-street/,10:00 AM - 11:00 PM,404,"6 Villiers Street, London WC2N 6NQ England",Neighborhood: Trafalgar Square / Embankment,15,"#749 of 1,348 Nightlife in London",Bars & Clubs,Visit websiteCall,Europe,United Kingdom (UK),England,London,Things to Do in London,AllBarOne Villiers St
3677,,Molly's Bar,,,,51.61644,-0.13583,What people are saying,/Restaurants-g186338-London_England.html,12:00 PM - 11:30 PM,404,"380 Bowes Road, London N11 1AH England",404,6,"#750 of 1,348 Nightlife in London",Bars & Clubs,Europe,United Kingdom (UK),England,London,Things to Do in London,Molly's Bar,
3678,,Direct Airport Transfers,,,,51.55916,0.00653,404,www.directairporttransfers.co.uk,12:00 AM - 11:30 PM,404,"West Drive, London E11 1LA England",404,5,#194 of 619 Transportation in London,Taxis & Shuttles,Visit websiteCallEmail,Europe,United Kingdom (UK),England,London,Things to Do in London,Direct Airport Transfers
3679,,Contemporary Ceramics,,,,51.51864,-0.124954,404,http://www.cpaceramics.com/,10:30 AM - 6:00 PM,404,"63 Great Russell Street, London WC1B 3BF England",Neighborhood: Bloomsbury,4,"#438 of 1,219 Shopping in London",Speciality & Gift Shops,Visit websiteCallEmail,Europe,United Kingdom (UK),England,London,Things to Do in London,Contemporary Ceramics
3680,,Reckless Records,,,,51.51433,-0.13541,404,http://reckless.co.uk/,404,1-2 hours,"30 Berwick Street, London W1F 8RH England",Neighborhood: Soho,3,"#439 of 1,219 Shopping in London",Speciality & Gift Shops,Visit websiteCall,Europe,United Kingdom (UK),England,London,Things to Do in London,Reckless Records
3681,,Lord High Admiral,,,,51.52258,-0.17116,404,http://m.facebook.com/LordHighAdmiral/,11:00 AM - 11:00 PM,404,"95 Church Street, London NW8 8EY England",404,2,"#752 of 1,348 Nightlife in London",Bars & Clubs,Visit websiteCallEmail,Europe,United Kingdom (UK),England,London,Things to Do in London,Lord High Admiral
3682,,The Adam & Eve Pub,,,,51.51645,-0.13735,404,http://www.theadamandevew1.co.uk/,11:00 AM - 11:00 PM,2-3 hours,"77a Wells Street Fitzrovia, London W1T 3QQ England",Neighborhood: Fitzrovia,11,"#753 of 1,348 Nightlife in London",Bars & Clubs,Visit websiteCallEmail,Europe,United Kingdom (UK),England,London,Things to Do in London,The Adam & Eve Pub
3683,,Mysteries,,,,51.51455,-0.12529,404,www.mysteries.co.uk,404,404,"34 Shorts Gardens, Covent Garden, London WC2H 9PX England",Neighborhood: Covent Garden,19,"#443 of 1,219 Shopping in London",Speciality & Gift Shops,Visit websiteCall,Europe,United Kingdom (UK),England,London,Things to Do in London,Mysteries
3684,,John Smedley,,,,51.51324,-0.14611,What people are saying,/Restaurants-g186338-London_England.html,10:00 AM - 6:00 PM,404,"24 Brook Street, London W1K 5DG England",Neighborhood: Mayfair,4,"#444 of 1,219 Shopping in London",Speciality & Gift Shops,Europe,United Kingdom (UK),England,London,Things to Do in London,John Smedley,
3685,,The bugle Horn,,,,51.48166,0.03652,What people are saying,https://www.facebook.com/TheBugleHorn/,11:00 AM - 12:00 AM,404,"6 The Village, London SE7 8UD England",404,2,"#754 of 1,348 Nightlife in London",Bars & Clubs,Visit websiteCall,Europe,United Kingdom (UK),England,London,Things to Do in London,The bugle Horn
3686,,Builders Arms,,,,51.53828,-0.00196,404,tel:%2B44%2020%208534%201598,11:00 AM - 11:00 PM,1-2 hours,"302 High Street, London E15 1AJ England",404,7,"#755 of 1,348 Nightlife in London",Bars & Clubs,Call,Europe,United Kingdom (UK),England,London,Things to Do in London,Builders Arms
3687,,The Duke of Sussex,,,,51.49628,-0.2641,404,http://thedukeofsussex.co.uk/,12:00 PM - 11:00 PM,404,"75 South Parade, London W4 5LF England",404,15,"#756 of 1,348 Nightlife in London",Bars & Clubs,Visit websiteCallEmail,Europe,United Kingdom (UK),England,London,Things to Do in London,The Duke of Sussex
3688,,Anya Spa,,,,51.49333,-0.141031,What people are saying,http://www.anyaspa.co.uk/,10:00 AM - 8:00 PM,404,"63 Wilton Road Victoria, London SW1V 1DE England",Neighborhood: Pimlico,2,#216 of 868 Spas & Wellness in London,Spas,Visit websiteCall,Europe,United Kingdom (UK),England,London,Things to Do in London,Anya Spa
3689,,Eltham Terrace Club,,,,51.450817,0.052379,404,http://www.elthamterraceclub.com/,404,404,"2A Well Hall Road Eltham, London SE9 6SF England",404,3,"#757 of 1,348 Nightlife in London",Bars & Clubs,Visit websiteCallEmail,Europe,United Kingdom (UK),England,London,Things to Do in London,Eltham Terrace Club
3690,,VOC,,,,51.53115,-0.12133,What people are saying,https://www.facebook.com/VOCLondon/,5:00 PM - 1:00 AM,404,"2 Varnishers Yard, London N1 9FD England",Neighborhood: Islington,3,"#758 of 1,348 Nightlife in London",Bars & Clubs,Visit websiteCall,Europe,United Kingdom (UK),England,London,Things to Do in London,VOC
3691,,South Herts Golf Club,,,,51.632263,-0.188145,404,http://www.southhertsgolfclub.co.uk,404,404,"Links Drive Totteridge, London N20 8QU England",404,5,#172 of 454 Outdoor Activities in London,Golf Courses,Visit websiteCallEmail,Europe,United Kingdom (UK),England,London,Things to Do in London,South Herts Golf Club
3692,,Hotpod Yoga,,,,51.4557,-0.116559,404,http://www.hotpodyoga.com,404,1-2 hours,"406 Mentmore Terrace, London E8 3PN England",404,2,#217 of 868 Spas & Wellness in London,Yoga & Pilates,Visit websiteCallEmail,Europe,United Kingdom (UK),England,London,Things to Do in London,Hotpod Yoga
3693,,Thai Harmony,,,,51.508404,-0.20063,What people are saying,http://www.thaiharmony.co.uk/,10:00 AM - 10:00 PM,404,"153 Notting Hill Gate, London W11 3LF England",404,4,#218 of 868 Spas & Wellness in London,Spas,Visit websiteCallEmail,Europe,United Kingdom (UK),England,London,Things to Do in London,Thai Harmony
3694,,Belong London,,,,51.515198,-0.135346,404,http://www.belong.gg/arenas/london/,9:30 AM - 9:00 PM,2-3 hours,"162/170 Wardour Street, London W1F 8ZX England",Neighborhood: Soho,3,#359 of 716 Fun & Games in London,Game & Entertainment Centers,Visit websiteCall,Europe,United Kingdom (UK),England,London,Things to Do in London,Belong London
3695,,Looking Glass Cocktail Club,,,,51.52815,-0.075992,404,http://www.lookingglasslondon.co.uk/,404,2-3 hours,"49 Hackney Road, London E2 7NX England",404,80,"#760 of 1,348 Nightlife in London",Bars & Clubs,Visit websiteCallEmail,Europe,United Kingdom (UK),England,London,Things to Do in London,Looking Glass Cocktail Club
3696,,The Old Swan,,,,51.5091,-0.19516,What people are saying,https://www.greeneking-pubs.co.uk/pubs/greater-london/old-swan/,10:00 AM - 11:00 PM,404,"206 Kensington Church Street, London W8 4DP England",Neighborhood: Kensington and Hyde Park,18,"#761 of 1,348 Nightlife in London",Bars & Clubs,Visit websiteCall,Europe,United Kingdom (UK),England,London,Things to Do in London,The Old Swan
3697,,Aldersgate,,,,51.51788,-0.09687,What people are saying,https://www.virginactive.co.uk/clubs/aldersgate,404,404,"200 Aldersgate Street, London EC1A 4HD England",Neighborhood: City of London,3,#219 of 868 Spas & Wellness in London,Health Clubs,Visit websiteCall,Europe,United Kingdom (UK),England,London,Things to Do in London,Aldersgate
3698,,Anna Lovely Gallery,,,,51.42557,-0.04562,What people are saying,http://www.thelovelygallery.com/home/4583051221,404,404,"140 Sydenham Road, London SE26 5JZ England",404,4,"#449 of 1,219 Shopping in London",Speciality & Gift Shops,Visit websiteCallEmail,Europe,United Kingdom (UK),England,London,Things to Do in London,Anna Lovely Gallery
3699,,Musical Dirty Dancing,,,,51.506767,-0.142673,404,http://qpac.com.au,404,1-2 hours,404,Neighborhood: St. James's,477,#349 of 471 Theater & Concerts in London,Theatre & Performances,Visit website,Europe,United Kingdom (UK),England,London,Things to Do in London,Musical Dirty Dancing
3700,,1901 Arts Club,,,,51.504265,-0.110891,404,http://www.1901artsclub.com,9:00 AM - 6:00 PM,More than 3 hours,"7 Exton Street Waterloo, London SE1 8UE England",404,3,#350 of 471 Theater & Concerts in London,Concerts • Theatre & Performances,Visit websiteCallEmail,Europe,United Kingdom (UK),England,London,Things to Do in London,1901 Arts Club
3701,,Polepeople Dance & Fitness,,,,51.520905,-0.09066,404,http://www.polepeople.co.uk,404,1-2 hours,"Templeton House 33-34 Chiswell Street Templeton House, London EC1Y 4SF England",Neighborhood: Islington,2,#143 of 444 Classes & Workshops in London,Lessons & Workshops,Visit websiteCallEmail,Europe,United Kingdom (UK),England,London,Things to Do in London,Polepeople Dance & Fitness
3702,,Bar Soho,,,,51.51306,-0.13138,What people are saying,http://www.barsoho.co.uk,4:00 PM - 10:00 PM,404,"23-25 Old Compton Street, London W1D 5JL England",Neighborhood: Soho,11,"#762 of 1,348 Nightlife in London",Bars & Clubs,Visit websiteCall,Europe,United Kingdom (UK),England,London,Things to Do in London,Bar Soho
3703,,Fine Line Canary Wharf,,,,51.505737,-0.022431,What people are saying,http://finelinecanarywharf.co.uk/,12:00 PM - 12:00 AM,404,"10 Cabot Square Canary Wharf 29-30 Fishermans Walk, London E14 4DH England",404,5,"#763 of 1,348 Nightlife in London",Bars & Clubs,Visit websiteCall,Europe,United Kingdom (UK),England,London,Things to Do in London,Fine Line Canary Wharf
3704,,Glaziers Hall,,,,51.506638,-0.088808,What people are saying,http://www.glaziershall.co.uk,404,404,"Glaziers Hall 9 Montague Close, London SE1 9DD England",Neighborhood: Southwark,3,"#764 of 1,348 Nightlife in London",Dance Clubs & Discos,Visit websiteCall,Europe,United Kingdom (UK),England,London,Things to Do in London,Glaziers Hall
3705,,Hampstead Antique & Craft Emporium,,,,51.555676,-0.177978,404,http://www.hampsteadantiqueemporium.co.uk,404,404,"12 Heath Street Hampstead, London NW3 6TE England",404,10,"#450 of 1,219 Shopping in London",Speciality & Gift Shops • Antique Shops • Department Stores,Visit websiteCall,Europe,United Kingdom (UK),England,London,Things to Do in London,Hampstead Antique & Craft Emporium
3706,,Christie's South Kensington,,,,51.49285,-0.17664,404,http://www.christies.com/locations/salerooms/south-kensington,9:00 AM - 7:30 PM,404,"85 Old Brompton Road, London SW7 3LD England",Neighborhood: South Kensington,10,"#451 of 1,219 Shopping in London",Speciality & Gift Shops,Visit websiteCall,Europe,United Kingdom (UK),England,London,Things to Do in London,Christie's South Kensington
3707,,The Piano Bar Kensington,,,,51.50126,-0.193,What people are saying,http://www.thepianogroup.com/piano-kensington--exciting-live-music-in-high-st-kensington.html,5:00 PM - 12:00 AM,404,"106 Kensington High Street, London W8 4SG England",404,6,#351 of 471 Theater & Concerts in London,Piano Bars,Visit website,Europe,United Kingdom (UK),England,London,Things to Do in London,The Piano Bar Kensington
3708,,Sukkai Thai Therapy,,,,51.47058,-0.21099,404,http://www.sukkaithaitherapy.co.uk,11:00 AM - 9:00 PM,1-2 hours,"52 Fulham High Street, London SW6 3LQ England",404,2,#220 of 868 Spas & Wellness in London,Spas,Visit websiteCallEmail,Europe,United Kingdom (UK),England,London,Things to Do in London,Sukkai Thai Therapy
3709,,Royal Star,,,,51.52841,-0.09258,What people are saying,http://www.theroyalstar.com,11:00 AM - 12:00 AM,404,"220 City Road, London EC1V 2PN England",Neighborhood: Islington,3,"#768 of 1,348 Nightlife in London",Bars & Clubs,Visit websiteCall,Europe,United Kingdom (UK),England,London,Things to Do in London,Royal Star
3710,,The Sherriff Centre,,,,51.54585,-0.191905,404,http://www.thesherriffcentre.co.uk,8:00 AM - 6:00 PM,1-2 hours,"Sherriff Road St James Church, London NW6 2AP England",404,2,#365 of 716 Fun & Games in London,Game & Entertainment Centers,Visit websiteCallEmail,Europe,United Kingdom (UK),England,London,Things to Do in London,The Sherriff Centre
3711,,Livelo,,,,51.50878,-0.062464,404,http://www.livelo.cc/collections/road-bike-rental-london,5:00 AM - 11:00 PM,More than 3 hours,"110 Pennington Street, London E1W 2BB England",404,5,#177 of 454 Outdoor Activities in London,Gear Rentals,Visit websiteCallEmail,Europe,United Kingdom (UK),England,London,Things to Do in London,Livelo
3712,,Happy Socks,,,,51.51475,-0.12606,404,http://www.happysocks.com/uk/conceptstores,404,< 1 hour,"62 Neal Street Covent Garden, Seven Dials, London WC2H 9PA England",Neighborhood: Covent Garden,2,"#452 of 1,219 Shopping in London",Speciality & Gift Shops,Visit websiteCall,Europe,United Kingdom (UK),England,London,Things to Do in London,Happy Socks
3713,,Highland Store,,,,51.51875,-0.12467,404,https://www.highlandstore.com/,404,< 1 hour,"66 Great Russell Street, London WC1B 3BN England",Neighborhood: Bloomsbury,2,"#453 of 1,219 Shopping in London",Speciality & Gift Shops,Visit websiteCallEmail,Europe,United Kingdom (UK),England,London,Things to Do in London,Highland Store
3714,,Jam Candle Shop,,,,51.40973,-0.30559,404,http://www.jamdle.com,404,404,"Apple Market Covent Garden, London WC2E 8RF England",404,3,"#455 of 1,219 Shopping in London",Speciality & Gift Shops,Visit websiteEmail,Europe,United Kingdom (UK),England,London,Things to Do in London,Jam Candle Shop
3715,,National Centre for Circus Arts,,,,51.52749,-0.08242,404,http://www.nationalcircus.org.uk,404,1-2 hours,"Coronet Street, London N1 6HD England",Neighborhood: Shoreditch,2,#144 of 444 Classes & Workshops in London,Sports Camps & Clinics • Lessons & Workshops,Visit websiteCallEmail,Europe,United Kingdom (UK),England,London,Things to Do in London,National Centre for Circus Arts
3716,,Provenance Village Butcher,,,,51.51547,-0.20598,What people are saying,http://www.provenancebutcher.com/masterclasses/,404,404,"33 Kensington Park Road, London W11 2EU England",Neighborhood: Notting Hill,4,#145 of 444 Classes & Workshops in London,Lessons & Workshops,Visit websiteCall,Europe,United Kingdom (UK),England,London,Things to Do in London,Provenance Village Butcher
3717,,Sylvan Post,,,,51.43807,-0.05446,What people are saying,http://www.sylvanpost.com,404,404,"24-28 Dartmouth Road, London SE23 3XU England",404,11,"#769 of 1,348 Nightlife in London",Bars & Clubs,Visit websiteCallEmail,Europe,United Kingdom (UK),England,London,Things to Do in London,Sylvan Post
3718,,The Long Pond,,,,51.45695,0.05958,What people are saying,https://www.facebook.com/thelongpond,5:00 PM - 10:00 PM,404,"110 Westmount Road, London SE9 1UT England",404,3,#211 of 433 Food & Drink in London,Wine Bars,Visit websiteCallEmail,Europe,United Kingdom (UK),England,London,Things to Do in London,The Long Pond
3719,,Hardys,,,,51.51115,-0.12655,404,https://www.hardyssweets.co.uk/,10:00 AM - 8:00 PM,404,"25 New Row, London WC2N 4LA England",Neighborhood: Covent Garden,2,"#456 of 1,219 Shopping in London",Speciality & Gift Shops,Visit websiteCall,Europe,United Kingdom (UK),England,London,Things to Do in London,Hardys
3720,,Hamiltons The Jewellers,,,,51.51884,-0.108034,404,http://hamiltonsjewellers.co.uk/,404,1-2 hours,"102 Hatton Garden, London EC1N 8LY England",Neighborhood: Holborn,2,"#457 of 1,219 Shopping in London",Speciality & Gift Shops,Visit websiteCallEmail,Europe,United Kingdom (UK),England,London,Things to Do in London,Hamiltons The Jewellers
3721,,Henry Pordes Books,,,,51.51229,-0.12839,404,http://www.henrypordesbooks.com/blue-bookshop-london/,404,1-2 hours,"58-60 Charing Cross Road, London WC2H 0BB England",Neighborhood: Covent Garden,2,"#458 of 1,219 Shopping in London",Speciality & Gift Shops,Visit websiteCall,Europe,United Kingdom (UK),England,London,Things to Do in London,Henry Pordes Books
3722,,Premier airport transfers London,,,,51.50275,0.04597,404,https://www.premierairporttransfer.co.uk/,12:00 AM - 11:30 PM,404,"12 Constance Street Suite number, intersection, plaza, square, London E16 2DQ England",404,2,#199 of 619 Transportation in London,Taxis & Shuttles,Visit websiteCallEmail,Europe,United Kingdom (UK),England,London,Things to Do in London,Premier airport transfers London
3723,,Ruby's,,,,51.5525,-0.07493,What people are saying,http://rubysdalston.com,404,404,"72/76 Stoke Newington Road, London N16 7XB England",404,8,"#772 of 1,348 Nightlife in London",Bars & Clubs,Visit websiteCall,Europe,United Kingdom (UK),England,London,Things to Do in London,Ruby's
3724,,Hackney Central,,,,51.5497,-0.06024,What people are saying,tel:%2B44%2020%208986%205111,404,404,"Hackney Central Railway Station 8 Amhurst Road, London E8 1LL England",Neighborhood: East End / East London,4,"#773 of 1,348 Nightlife in London",Bars & Clubs,Call,Europe,United Kingdom (UK),England,London,Things to Do in London,Hackney Central
3725,,Private Cinema at Courthouse Hotel,,,,51.514427,-0.139193,What people are saying,http://www.courthouse-hotel.com/cinema/,404,404,"19-21 Great Marlborough Street, London W1F 7HL England",Neighborhood: Soho,58,#366 of 716 Fun & Games in London,Movie Theaters,Visit websiteCall,Europe,United Kingdom (UK),England,London,Things to Do in London,Private Cinema at Courthouse Hotel
3726,,Traitors' Gate,,,,51.50974,-0.07378,404,http://www.hidden-london.com/nuggets/traitors-gate/,404,< 1 hour,"35 Tower Hill, London EC3N 4DR England",Neighborhood: Whitechapel,6,"#1,511 of 2,424 things to do in London",Historic Sites • Points of Interest & Landmarks • Castles,Visit website,Europe,United Kingdom (UK),England,London,Things to Do in London,Traitors' Gate
